,期号,日期,号码,百,十,个,和值,和值（同比）跨度,年份,和尾,百大小,十大小,个大小,和尾大小,百奇偶,十奇偶,个奇偶,百余数,十余数,个余数,百ZH,十ZH,个ZH,和尾ZH,跨度
4631,17292,2017/10/26,946,9,4,6,19,0,2017,9,大,小,大,大,奇,偶,偶,0,1,0,合,合,合,合,5
4632,17293,2017/10/27,787,7,8,7,22,3,2017,2,大,大,大,小,奇,偶,奇,1,2,1,质,合,质,质,1
4633,17294,2017/10/28,418,4,1,8,13,9,2017,3,小,小,大,小,偶,奇,偶,1,1,2,合,他,合,质,7
4634,17295,2017/10/29,554,5,5,4,14,1,2017,4,大,大,小,小,奇,奇,偶,2,2,1,质,质,合,合,1
4635,17296,2017/10/30,318,3,1,8,12,2,2017,2,小,小,大,小,奇,奇,偶,0,1,2,质,他,合,质,7
4636,17297,2017/10/31,810,8,1,0,9,3,2017,9,大,小,小,大,偶,奇,偶,2,1,0,合,他,他,合,8
4637,17298,2017/11/1,99,0,9,9,18,9,2017,8,小,大,大,大,偶,奇,奇,0,0,0,他,合,合,合,0
4638,17299,2017/11/2,685,6,8,5,19,1,2017,9,大,大,大,大,偶,偶,奇,0,2,2,合,合,质,合,3
4639,17300,2017/11/3,754,7,5,4,16,3,2017,6,大,大,小,大,奇,奇,偶,1,2,1,质,质,合,合,3
4640,17301,2017/11/4,616,6,1,6,13,3,2017,3,大,小,大,小,偶,奇,偶,0,1,0,合,他,合,质,5
4641,17302,2017/11/5,902,9,0,2,11,2,2017,1,大,小,小,小,奇,偶,偶,0,0,2,合,他,质,他,9
4642,17303,2017/11/6,458,4,5,8,17,6,2017,7,小,大,大,大,偶,奇,偶,1,2,2,合,质,合,质,4
4643,17304,2017/11/7,444,4,4,4,12,5,2017,2,小,小,小,小,偶,偶,偶,1,1,1,合,合,合,质,0
4644,17305,2017/11/8,5,0,0,5,5,7,2017,5,小,小,大,大,偶,偶,奇,0,0,2,他,他,质,质,0
4645,17306,2017/11/9,125,1,2,5,8,3,2017,8,小,小,大,大,奇,偶,奇,1,2,2,他,质,质,合,4
4646,17307,2017/11/10,623,6,2,3,11,3,2017,1,大,小,小,小,偶,偶,奇,0,2,0,合,质,质,他,4
4647,17308,2017/11/11,891,8,9,1,18,7,2017,8,大,大,小,大,偶,奇,奇,2,0,1,合,合,他,合,8
4648,17309,2017/11/12,262,2,6,2,10,8,2017,0,小,大,小,小,偶,偶,偶,2,0,2,质,合,质,他,4
4649,17310,2017/11/13,761,7,6,1,14,4,2017,4,大,大,小,小,奇,偶,奇,1,0,1,质,合,他,合,6
4650,17311,2017/11/14,900,9,0,0,9,5,2017,9,大,小,小,大,奇,偶,偶,0,0,0,合,他,他,合,9
4651,17312,2017/11/15,598,5,9,8,22,13,2017,2,大,大,大,小,奇,奇,偶,2,0,2,质,合,合,质,4
4652,17313,2017/11/16,306,3,0,6,9,13,2017,9,小,小,大,大,奇,偶,偶,0,0,0,质,他,合,合,6
4653,17314,2017/11/17,580,5,8,0,13,4,2017,3,大,大,小,小,奇,偶,偶,2,2,0,质,合,他,质,8
4654,17315,2017/11/18,243,2,4,3,9,4,2017,9,小,小,小,大,偶,偶,奇,2,1,0,质,合,质,合,2
4655,17316,2017/11/19,202,2,0,2,4,5,2017,4,小,小,小,小,偶,偶,偶,2,0,2,质,他,质,合,2
4656,17317,2017/11/20,103,1,0,3,4,0,2017,4,小,小,小,小,奇,偶,奇,1,0,0,他,他,质,合,3
4657,17318,2017/11/21,883,8,8,3,19,15,2017,9,大,大,小,大,偶,偶,奇,2,2,0,合,合,质,合,5
4658,17319,2017/11/22,939,9,3,9,21,2,2017,1,大,小,大,小,奇,奇,奇,0,0,0,合,质,合,他,6
4659,17320,2017/11/23,36,0,3,6,9,12,2017,9,小,小,大,大,偶,奇,偶,0,0,0,他,质,合,合,3
4660,17321,2017/11/24,435,4,3,5,12,3,2017,2,小,小,大,小,偶,奇,奇,1,0,2,合,质,质,质,2
4661,17322,2017/11/25,173,1,7,3,11,1,2017,1,小,大,小,小,奇,奇,奇,1,1,0,他,质,质,他,6
4662,17323,2017/11/26,572,5,7,2,14,3,2017,4,大,大,小,小,奇,奇,偶,2,1,2,质,质,质,合,5
4663,17324,2017/11/27,828,8,2,8,18,4,2017,8,大,小,大,大,偶,偶,偶,2,2,2,合,质,合,合,6
4664,17325,2017/11/28,509,5,0,9,14,4,2017,4,大,小,大,小,奇,偶,奇,2,0,0,质,他,合,合,9
4665,17326,2017/11/29,723,7,2,3,12,2,2017,2,大,小,小,小,奇,偶,奇,1,2,0,质,质,质,质,5
4666,17327,2017/11/30,145,1,4,5,10,2,2017,0,小,小,大,小,奇,偶,奇,1,1,2,他,合,质,他,4
4667,17328,2017/12/1,621,6,2,1,9,1,2017,9,大,小,小,大,偶,偶,奇,0,2,1,合,质,他,合,5
4668,17329,2017/12/2,535,5,3,5,13,4,2017,3,大,小,大,小,奇,奇,奇,2,0,2,质,质,质,质,2
4669,17330,2017/12/3,385,3,8,5,16,3,2017,6,小,大,大,大,奇,偶,奇,0,2,2,质,合,质,合,5
4670,17331,2017/12/4,98,0,9,8,17,1,2017,7,小,大,大,大,偶,奇,偶,0,0,2,他,合,合,质,1
4671,17332,2017/12/5,321,3,2,1,6,11,2017,6,小,小,小,大,奇,偶,奇,0,2,1,质,质,他,合,2
4672,17333,2017/12/6,427,4,2,7,13,7,2017,3,小,小,大,小,偶,偶,奇,1,2,1,合,质,质,质,5
4673,17334,2017/12/7,181,1,8,1,10,3,2017,0,小,大,小,小,奇,偶,奇,1,2,1,他,合,他,他,7
4674,17335,2017/12/8,661,6,6,1,13,3,2017,3,大,大,小,小,偶,偶,奇,0,0,1,合,合,他,质,5
4675,17336,2017/12/9,340,3,4,0,7,6,2017,7,小,小,小,大,奇,偶,偶,0,1,0,质,合,他,质,4
4676,17337,2017/12/10,910,9,1,0,10,3,2017,0,大,小,小,小,奇,奇,偶,0,1,0,合,他,他,他,9
4677,17338,2017/12/11,279,2,7,9,18,8,2017,8,小,大,大,大,偶,奇,奇,2,1,0,质,质,合,合,7
4678,17339,2017/12/12,131,1,3,1,5,13,2017,5,小,小,小,大,奇,奇,奇,1,0,1,他,质,他,质,2
4679,17340,2017/12/13,112,1,1,2,4,1,2017,4,小,小,小,小,奇,奇,偶,1,1,2,他,他,质,合,1
4680,17341,2017/12/14,722,7,2,2,11,7,2017,1,大,小,小,小,奇,偶,偶,1,2,2,质,质,质,他,5
4681,17342,2017/12/15,386,3,8,6,17,6,2017,7,小,大,大,大,奇,偶,偶,0,2,0,质,合,合,质,5
4682,17343,2017/12/16,752,7,5,2,14,3,2017,4,大,大,小,小,奇,奇,偶,1,2,2,质,质,质,合,5
4683,17344,2017/12/17,365,3,6,5,14,0,2017,4,小,大,大,小,奇,偶,奇,0,0,2,质,合,质,合,3
4684,17345,2017/12/18,344,3,4,4,11,3,2017,1,小,小,小,小,奇,偶,偶,0,1,1,质,合,合,他,1
4685,17346,2017/12/19,103,1,0,3,4,7,2017,4,小,小,小,小,奇,偶,奇,1,0,0,他,他,质,合,3
4686,17347,2017/12/20,37,0,3,7,10,6,2017,0,小,小,大,小,偶,奇,奇,0,0,1,他,质,质,他,4
4687,17348,2017/12/21,87,0,8,7,15,5,2017,5,小,大,大,大,偶,偶,奇,0,2,1,他,合,质,质,1
4688,17349,2017/12/22,156,1,5,6,12,3,2017,2,小,大,大,小,奇,奇,偶,1,2,0,他,质,合,质,5
4689,17350,2017/12/23,128,1,2,8,11,1,2017,1,小,小,大,小,奇,偶,偶,1,2,2,他,质,合,他,7
4690,17351,2017/12/24,260,2,6,0,8,3,2017,8,小,大,小,大,偶,偶,偶,2,0,0,质,合,他,合,6
4691,17352,2017/12/25,994,9,9,4,22,14,2017,2,大,大,小,小,奇,奇,偶,0,0,1,合,合,合,质,5
4692,17353,2017/12/26,304,3,0,4,7,15,2017,7,小,小,小,大,奇,偶,偶,0,0,1,质,他,合,质,4
4693,17354,2017/12/27,187,1,8,7,16,9,2017,6,小,大,大,大,奇,偶,奇,1,2,1,他,合,质,合,7
4694,17355,2017/12/28,384,3,8,4,15,1,2017,5,小,大,小,大,奇,偶,偶,0,2,1,质,合,合,质,5
4695,17356,2017/12/29,952,9,5,2,16,1,2017,6,大,大,小,大,奇,奇,偶,0,2,2,合,质,质,合,7
4696,17357,2017/12/30,809,8,0,9,17,1,2017,7,大,小,大,大,偶,偶,奇,2,0,0,合,他,合,质,9
4697,17358,2017/12/31,951,9,5,1,15,2,2017,5,大,大,小,大,奇,奇,奇,0,2,1,合,质,他,质,8
4698,18001,2018/1/1,177,1,7,7,15,0,2018,5,小,大,大,大,奇,奇,奇,1,1,1,他,质,质,质,6
4699,18002,2018/1/2,644,6,4,4,14,1,2018,4,大,小,小,小,偶,偶,偶,0,1,1,合,合,合,合,2
4700,18003,2018/1/3,145,1,4,5,10,4,2018,0,小,小,大,小,奇,偶,奇,1,1,2,他,合,质,他,4
4701,18004,2018/1/4,416,4,1,6,11,1,2018,1,小,小,大,小,偶,奇,偶,1,1,0,合,他,合,他,5
4702,18005,2018/1/5,391,3,9,1,13,2,2018,3,小,大,小,小,奇,奇,奇,0,0,1,质,合,他,质,8
4703,18006,2018/1/6,869,8,6,9,23,10,2018,3,大,大,大,小,偶,偶,奇,2,0,0,合,合,合,质,3
4704,18007,2018/1/7,80,0,8,0,8,15,2018,8,小,大,小,大,偶,偶,偶,0,2,0,他,合,他,合,8
4705,18008,2018/1/8,447,4,4,7,15,7,2018,5,小,小,大,大,偶,偶,奇,1,1,1,合,合,质,质,3
4706,18009,2018/1/9,496,4,9,6,19,4,2018,9,小,大,大,大,偶,奇,偶,1,0,0,合,合,合,合,5
4707,18010,2018/1/10,167,1,6,7,14,5,2018,4,小,大,大,小,奇,偶,奇,1,0,1,他,合,质,合,6
4708,18011,2018/1/11,972,9,7,2,18,4,2018,8,大,大,小,大,奇,奇,偶,0,1,2,合,质,质,合,7
4709,18012,2018/1/12,437,4,3,7,14,4,2018,4,小,小,大,小,偶,奇,奇,1,0,1,合,质,质,合,4
4710,18013,2018/1/13,606,6,0,6,12,2,2018,2,大,小,大,小,偶,偶,偶,0,0,0,合,他,合,质,6
4711,18014,2018/1/14,161,1,6,1,8,4,2018,8,小,大,小,大,奇,偶,奇,1,0,1,他,合,他,合,5
4712,18015,2018/1/15,739,7,3,9,19,11,2018,9,大,小,大,大,奇,奇,奇,1,0,0,质,质,合,合,6
4713,18016,2018/1/16,374,3,7,4,14,5,2018,4,小,大,小,小,奇,奇,偶,0,1,1,质,质,合,合,4
4714,18017,2018/1/17,990,9,9,0,18,4,2018,8,大,大,小,大,奇,奇,偶,0,0,0,合,合,他,合,9
4715,18018,2018/1/18,174,1,7,4,12,6,2018,2,小,大,小,小,奇,奇,偶,1,1,1,他,质,合,质,6
4716,18019,2018/1/19,760,7,6,0,13,1,2018,3,大,大,小,小,奇,偶,偶,1,0,0,质,合,他,质,7
4717,18020,2018/1/20,921,9,2,1,12,1,2018,2,大,小,小,小,奇,偶,奇,0,2,1,合,质,他,质,8
4718,18021,2018/1/21,726,7,2,6,15,3,2018,5,大,小,大,大,奇,偶,偶,1,2,0,质,质,合,质,5
4719,18022,2018/1/22,656,6,5,6,17,2,2018,7,大,大,大,大,偶,奇,偶,0,2,0,合,质,合,质,1
4720,18023,2018/1/23,936,9,3,6,18,1,2018,8,大,小,大,大,奇,奇,偶,0,0,0,合,质,合,合,6
4721,18024,2018/1/24,506,5,0,6,11,7,2018,1,大,小,大,小,奇,偶,偶,2,0,0,质,他,合,他,6
4722,18025,2018/1/25,543,5,4,3,12,1,2018,2,大,小,小,小,奇,偶,奇,2,1,0,质,合,质,质,2
4723,18026,2018/1/26,476,4,7,6,17,5,2018,7,小,大,大,大,偶,奇,偶,1,1,0,合,质,合,质,3
4724,18027,2018/1/27,489,4,8,9,21,4,2018,1,小,大,大,小,偶,偶,奇,1,2,0,合,合,合,他,5
4725,18028,2018/1/28,313,3,1,3,7,14,2018,7,小,小,小,大,奇,奇,奇,0,1,0,质,他,质,质,2
4726,18029,2018/1/29,790,7,9,0,16,9,2018,6,大,大,小,大,奇,奇,偶,1,0,0,质,合,他,合,9
4727,18030,2018/1/30,753,7,5,3,15,1,2018,5,大,大,小,大,奇,奇,奇,1,2,0,质,质,质,质,4
4728,18031,2018/1/31,525,5,2,5,12,3,2018,2,大,小,大,小,奇,偶,奇,2,2,2,质,质,质,质,3
4729,18032,2018/2/1,860,8,6,0,14,2,2018,4,大,大,小,小,偶,偶,偶,2,0,0,合,合,他,合,8
4730,18033,2018/2/2,870,8,7,0,15,1,2018,5,大,大,小,大,偶,奇,偶,2,1,0,合,质,他,质,8
4731,18034,2018/2/3,263,2,6,3,11,4,2018,1,小,大,小,小,偶,偶,奇,2,0,0,质,合,质,他,4
4732,18035,2018/2/4,752,7,5,2,14,3,2018,4,大,大,小,小,奇,奇,偶,1,2,2,质,质,质,合,5
4733,18036,2018/2/5,693,6,9,3,18,4,2018,8,大,大,小,大,偶,奇,奇,0,0,0,合,合,质,合,6
4734,18037,2018/2/6,768,7,6,8,21,3,2018,1,大,大,大,小,奇,偶,偶,1,0,2,质,合,合,他,2
4735,18038,2018/2/7,947,9,4,7,20,1,2018,0,大,小,大,小,奇,偶,奇,0,1,1,合,合,质,他,5
4736,18039,2018/2/8,125,1,2,5,8,12,2018,8,小,小,大,大,奇,偶,奇,1,2,2,他,质,质,合,4
4737,18040,2018/2/9,478,4,7,8,19,11,2018,9,小,大,大,大,偶,奇,偶,1,1,2,合,质,合,合,4
4738,18041,2018/2/10,411,4,1,1,6,13,2018,6,小,小,小,大,偶,奇,奇,1,1,1,合,他,他,合,3
4739,18042,2018/2/11,537,5,3,7,15,9,2018,5,大,小,大,大,奇,奇,奇,2,0,1,质,质,质,质,4
4740,18043,2018/2/12,79,0,7,9,16,1,2018,6,小,大,大,大,偶,奇,奇,0,1,0,他,质,合,合,2
4741,18044,2018/2/13,237,2,3,7,12,4,2018,2,小,小,大,小,偶,奇,奇,2,0,1,质,质,质,质,5
4742,18045,2018/2/14,9,0,0,9,9,3,2018,9,小,小,大,大,偶,偶,奇,0,0,0,他,他,合,合,0
4743,18046,2018/2/22,551,5,5,1,11,2,2018,1,大,大,小,小,奇,奇,奇,2,2,1,质,质,他,他,4
4744,18047,2018/2/23,88,0,8,8,16,5,2018,6,小,大,大,大,偶,偶,偶,0,2,2,他,合,合,合,0
4745,18048,2018/2/24,444,4,4,4,12,4,2018,2,小,小,小,小,偶,偶,偶,1,1,1,合,合,合,质,0
4746,18049,2018/2/25,818,8,1,8,17,5,2018,7,大,小,大,大,偶,奇,偶,2,1,2,合,他,合,质,7
4747,18050,2018/2/26,780,7,8,0,15,2,2018,5,大,大,小,大,奇,偶,偶,1,2,0,质,合,他,质,8
4748,18051,2018/2/27,424,4,2,4,10,5,2018,0,小,小,小,小,偶,偶,偶,1,2,1,合,质,合,他,2
4749,18052,2018/2/28,958,9,5,8,22,12,2018,2,大,大,大,小,奇,奇,偶,0,2,2,合,质,合,质,4
4750,18053,2018/3/1,827,8,2,7,17,5,2018,7,大,小,大,大,偶,偶,奇,2,2,1,合,质,质,质,6
4751,18054,2018/3/2,663,6,6,3,15,2,2018,5,大,大,小,大,偶,偶,奇,0,0,0,合,合,质,质,3
4752,18055,2018/3/3,43,0,4,3,7,8,2018,7,小,小,小,大,偶,偶,奇,0,1,0,他,合,质,质,1
4753,18056,2018/3/4,446,4,4,6,14,7,2018,4,小,小,大,小,偶,偶,偶,1,1,0,合,合,合,合,2
4754,18057,2018/3/5,252,2,5,2,9,5,2018,9,小,大,小,大,偶,奇,偶,2,2,2,质,质,质,合,3
4755,18058,2018/3/6,497,4,9,7,20,11,2018,0,小,大,大,小,偶,奇,奇,1,0,1,合,合,质,他,5
4756,18059,2018/3/7,755,7,5,5,17,3,2018,7,大,大,大,大,奇,奇,奇,1,2,2,质,质,质,质,2
4757,18060,2018/3/8,774,7,7,4,18,1,2018,8,大,大,小,大,奇,奇,偶,1,1,1,质,质,合,合,3
4758,18061,2018/3/9,134,1,3,4,8,10,2018,8,小,小,小,大,奇,奇,偶,1,0,1,他,质,合,合,3
4759,18062,2018/3/10,836,8,3,6,17,9,2018,7,大,小,大,大,偶,奇,偶,2,0,0,合,质,合,质,5
4760,18063,2018/3/11,820,8,2,0,10,7,2018,0,大,小,小,小,偶,偶,偶,2,2,0,合,质,他,他,8
4761,18064,2018/3/12,234,2,3,4,9,1,2018,9,小,小,小,大,偶,奇,偶,2,0,1,质,质,合,合,2
4762,18065,2018/3/13,238,2,3,8,13,4,2018,3,小,小,大,小,偶,奇,偶,2,0,2,质,质,合,质,6
4763,18066,2018/3/14,226,2,2,6,10,3,2018,0,小,小,大,小,偶,偶,偶,2,2,0,质,质,合,他,4
4764,18067,2018/3/15,171,1,7,1,9,1,2018,9,小,大,小,大,奇,奇,奇,1,1,1,他,质,他,合,6
4765,18068,2018/3/16,911,9,1,1,11,2,2018,1,大,小,小,小,奇,奇,奇,0,1,1,合,他,他,他,8
4766,18069,2018/3/17,141,1,4,1,6,5,2018,6,小,小,小,大,奇,偶,奇,1,1,1,他,合,他,合,3
4767,18070,2018/3/18,890,8,9,0,17,11,2018,7,大,大,小,大,偶,奇,偶,2,0,0,合,合,他,质,9
4768,18071,2018/3/19,503,5,0,3,8,9,2018,8,大,小,小,大,奇,偶,奇,2,0,0,质,他,质,合,5
4769,18072,2018/3/20,412,4,1,2,7,1,2018,7,小,小,小,大,偶,奇,偶,1,1,2,合,他,质,质,3
4770,18073,2018/3/21,748,7,4,8,19,12,2018,9,大,小,大,大,奇,偶,偶,1,1,2,质,合,合,合,4
4771,18074,2018/3/22,941,9,4,1,14,5,2018,4,大,小,小,小,奇,偶,奇,0,1,1,合,合,他,合,8
4772,18075,2018/3/23,342,3,4,2,9,5,2018,9,小,小,小,大,奇,偶,偶,0,1,2,质,合,质,合,2
4773,18076,2018/3/24,328,3,2,8,13,4,2018,3,小,小,大,小,奇,偶,偶,0,2,2,质,质,合,质,6
4774,18077,2018/3/25,137,1,3,7,11,2,2018,1,小,小,大,小,奇,奇,奇,1,0,1,他,质,质,他,6
4775,18078,2018/3/26,294,2,9,4,15,4,2018,5,小,大,小,大,偶,奇,偶,2,0,1,质,合,合,质,7
4776,18079,2018/3/27,738,7,3,8,18,3,2018,8,大,小,大,大,奇,奇,偶,1,0,2,质,质,合,合,5
4777,18080,2018/3/28,749,7,4,9,20,2,2018,0,大,小,大,小,奇,偶,奇,1,1,0,质,合,合,他,5
4778,18081,2018/3/29,948,9,4,8,21,1,2018,1,大,小,大,小,奇,偶,偶,0,1,2,合,合,合,他,5
4779,18082,2018/3/30,574,5,7,4,16,5,2018,6,大,大,小,大,奇,奇,偶,2,1,1,质,质,合,合,3
4780,18083,2018/3/31,752,7,5,2,14,2,2018,4,大,大,小,小,奇,奇,偶,1,2,2,质,质,质,合,5
4781,18084,2018/4/1,554,5,5,4,14,0,2018,4,大,大,小,小,奇,奇,偶,2,2,1,质,质,合,合,1
4782,18085,2018/4/2,334,3,3,4,10,4,2018,0,小,小,小,小,奇,奇,偶,0,0,1,质,质,合,他,1
4783,18086,2018/4/3,391,3,9,1,13,3,2018,3,小,大,小,小,奇,奇,奇,0,0,1,质,合,他,质,8
4784,18087,2018/4/4,827,8,2,7,17,4,2018,7,大,小,大,大,偶,偶,奇,2,2,1,合,质,质,质,6
4785,18088,2018/4/5,212,2,1,2,5,12,2018,5,小,小,小,大,偶,奇,偶,2,1,2,质,他,质,质,1
4786,18089,2018/4/6,773,7,7,3,17,12,2018,7,大,大,小,大,奇,奇,奇,1,1,0,质,质,质,质,4
4787,18090,2018/4/7,942,9,4,2,15,2,2018,5,大,小,小,大,奇,偶,偶,0,1,2,合,合,质,质,7
4788,18091,2018/4/8,71,0,7,1,8,7,2018,8,小,大,小,大,偶,奇,奇,0,1,1,他,质,他,合,6
4789,18092,2018/4/9,153,1,5,3,9,1,2018,9,小,大,小,大,奇,奇,奇,1,2,0,他,质,质,合,4
4790,18093,2018/4/10,553,5,5,3,13,4,2018,3,大,大,小,小,奇,奇,奇,2,2,0,质,质,质,质,2
4791,18094,2018/4/11,734,7,3,4,14,1,2018,4,大,小,小,小,奇,奇,偶,1,0,1,质,质,合,合,4
4792,18095,2018/4/12,894,8,9,4,21,7,2018,1,大,大,小,小,偶,奇,偶,2,0,1,合,合,合,他,5
4793,18096,2018/4/13,475,4,7,5,16,5,2018,6,小,大,大,大,偶,奇,奇,1,1,2,合,质,质,合,3
4794,18097,2018/4/14,304,3,0,4,7,9,2018,7,小,小,小,大,奇,偶,偶,0,0,1,质,他,合,质,4
4795,18098,2018/4/15,394,3,9,4,16,9,2018,6,小,大,小,大,奇,奇,偶,0,0,1,质,合,合,合,6
4796,18099,2018/4/16,332,3,3,2,8,8,2018,8,小,小,小,大,奇,奇,偶,0,0,2,质,质,质,合,1
4797,18100,2018/4/17,830,8,3,0,11,3,2018,1,大,小,小,小,偶,奇,偶,2,0,0,合,质,他,他,8
4798,18101,2018/4/18,798,7,9,8,24,13,2018,4,大,大,大,小,奇,奇,偶,1,0,2,质,合,合,合,2
4799,18102,2018/4/19,938,9,3,8,20,4,2018,0,大,小,大,小,奇,奇,偶,0,0,2,合,质,合,他,6
4800,18103,2018/4/20,796,7,9,6,22,2,2018,2,大,大,大,小,奇,奇,偶,1,0,0,质,合,合,质,3
4801,18104,2018/4/21,767,7,6,7,20,2,2018,0,大,大,大,小,奇,偶,奇,1,0,1,质,合,质,他,1
4802,18105,2018/4/22,845,8,4,5,17,3,2018,7,大,小,大,大,偶,偶,奇,2,1,2,合,合,质,质,4
4803,18106,2018/4/23,960,9,6,0,15,2,2018,5,大,大,小,大,奇,偶,偶,0,0,0,合,合,他,质,9
4804,18107,2018/4/24,947,9,4,7,20,5,2018,0,大,小,大,小,奇,偶,奇,0,1,1,合,合,质,他,5
4805,18108,2018/4/25,10,0,1,0,1,19,2018,1,小,小,小,小,偶,奇,偶,0,1,0,他,他,他,他,1
4806,18109,2018/4/26,331,3,3,1,7,6,2018,7,小,小,小,大,奇,奇,奇,0,0,1,质,质,他,质,2
4807,18110,2018/4/27,746,7,4,6,17,10,2018,7,大,小,大,大,奇,偶,偶,1,1,0,质,合,合,质,3
4808,18111,2018/4/28,817,8,1,7,16,1,2018,6,大,小,大,大,偶,奇,奇,2,1,1,合,他,质,合,7
4809,18112,2018/4/29,256,2,5,6,13,3,2018,3,小,大,大,小,偶,奇,偶,2,2,0,质,质,合,质,4
4810,18113,2018/4/30,798,7,9,8,24,11,2018,4,大,大,大,小,奇,奇,偶,1,0,2,质,合,合,合,2
4811,18114,2018/5/1,887,8,8,7,23,1,2018,3,大,大,大,小,偶,偶,奇,2,2,1,合,合,质,质,1
4812,18115,2018/5/2,180,1,8,0,9,14,2018,9,小,大,小,大,奇,偶,偶,1,2,0,他,合,他,合,8
4813,18116,2018/5/3,820,8,2,0,10,1,2018,0,大,小,小,小,偶,偶,偶,2,2,0,合,质,他,他,8
4814,18117,2018/5/4,836,8,3,6,17,7,2018,7,大,小,大,大,偶,奇,偶,2,0,0,合,质,合,质,5
4815,18118,2018/5/5,786,7,8,6,21,4,2018,1,大,大,大,小,奇,偶,偶,1,2,0,质,合,合,他,2
4816,18119,2018/5/6,505,5,0,5,10,11,2018,0,大,小,大,小,奇,偶,奇,2,0,2,质,他,质,他,5
4817,18120,2018/5/7,442,4,4,2,10,0,2018,0,小,小,小,小,偶,偶,偶,1,1,2,合,合,质,他,2
4818,18121,2018/5/8,514,5,1,4,10,0,2018,0,大,小,小,小,奇,奇,偶,2,1,1,质,他,合,他,4
4819,18122,2018/5/9,137,1,3,7,11,1,2018,1,小,小,大,小,奇,奇,奇,1,0,1,他,质,质,他,6
4820,18123,2018/5/10,830,8,3,0,11,0,2018,1,大,小,小,小,偶,奇,偶,2,0,0,合,质,他,他,8
4821,18124,2018/5/11,141,1,4,1,6,5,2018,6,小,小,小,大,奇,偶,奇,1,1,1,他,合,他,合,3
4822,18125,2018/5/12,328,3,2,8,13,7,2018,3,小,小,大,小,奇,偶,偶,0,2,2,质,质,合,质,6
4823,18126,2018/5/13,478,4,7,8,19,6,2018,9,小,大,大,大,偶,奇,偶,1,1,2,合,质,合,合,4
4824,18127,2018/5/14,297,2,9,7,18,1,2018,8,小,大,大,大,偶,奇,奇,2,0,1,质,合,质,合,7
4825,18128,2018/5/15,229,2,2,9,13,5,2018,3,小,小,大,小,偶,偶,奇,2,2,0,质,质,合,质,7
4826,18129,2018/5/16,982,9,8,2,19,6,2018,9,大,大,小,大,奇,偶,偶,0,2,2,合,合,质,合,7
4827,18130,2018/5/17,989,9,8,9,26,7,2018,6,大,大,大,大,奇,偶,奇,0,2,0,合,合,合,合,1
4828,18131,2018/5/18,548,5,4,8,17,9,2018,7,大,小,大,大,奇,偶,偶,2,1,2,质,合,合,质,4
4829,18132,2018/5/19,470,4,7,0,11,6,2018,1,小,大,小,小,偶,奇,偶,1,1,0,合,质,他,他,7
4830,18133,2018/5/20,414,4,1,4,9,2,2018,9,小,小,小,大,偶,奇,偶,1,1,1,合,他,合,合,3
4831,18134,2018/5/21,299,2,9,9,20,11,2018,0,小,大,大,小,偶,奇,奇,2,0,0,质,合,合,他,7
4832,18135,2018/5/22,86,0,8,6,14,6,2018,4,小,大,大,小,偶,偶,偶,0,2,0,他,合,合,合,2
4833,18136,2018/5/23,64,0,6,4,10,4,2018,0,小,大,小,小,偶,偶,偶,0,0,1,他,合,合,他,2
4834,18137,2018/5/24,177,1,7,7,15,5,2018,5,小,大,大,大,奇,奇,奇,1,1,1,他,质,质,质,6
4835,18138,2018/5/25,153,1,5,3,9,6,2018,9,小,大,小,大,奇,奇,奇,1,2,0,他,质,质,合,4
4836,18139,2018/5/26,828,8,2,8,18,9,2018,8,大,小,大,大,偶,偶,偶,2,2,2,合,质,合,合,6
4837,18140,2018/5/27,680,6,8,0,14,4,2018,4,大,大,小,小,偶,偶,偶,0,2,0,合,合,他,合,8
4838,18141,2018/5/28,279,2,7,9,18,4,2018,8,小,大,大,大,偶,奇,奇,2,1,0,质,质,合,合,7
4839,18142,2018/5/29,949,9,4,9,22,4,2018,2,大,小,大,小,奇,偶,奇,0,1,0,合,合,合,质,5
4840,18143,2018/5/30,322,3,2,2,7,15,2018,7,小,小,小,大,奇,偶,偶,0,2,2,质,质,质,质,1
4841,18144,2018/5/31,19,0,1,9,10,3,2018,0,小,小,大,小,偶,奇,奇,0,1,0,他,他,合,他,8
4842,18145,2018/6/1,523,5,2,3,10,0,2018,0,大,小,小,小,奇,偶,奇,2,2,0,质,质,质,他,3
4843,18146,2018/6/2,623,6,2,3,11,1,2018,1,大,小,小,小,偶,偶,奇,0,2,0,合,质,质,他,4
4844,18147,2018/6/3,38,0,3,8,11,0,2018,1,小,小,大,小,偶,奇,偶,0,0,2,他,质,合,他,5
4845,18148,2018/6/4,819,8,1,9,18,7,2018,8,大,小,大,大,偶,奇,奇,2,1,0,合,他,合,合,8
4846,18149,2018/6/5,871,8,7,1,16,2,2018,6,大,大,小,大,偶,奇,奇,2,1,1,合,质,他,合,7
4847,18150,2018/6/6,675,6,7,5,18,2,2018,8,大,大,大,大,偶,奇,奇,0,1,2,合,质,质,合,2
4848,18151,2018/6/7,694,6,9,4,19,1,2018,9,大,大,小,大,偶,奇,偶,0,0,1,合,合,合,合,5
4849,18152,2018/6/8,469,4,6,9,19,0,2018,9,小,大,大,大,偶,偶,奇,1,0,0,合,合,合,合,5
4850,18153,2018/6/9,83,0,8,3,11,8,2018,1,小,大,小,小,偶,偶,奇,0,2,0,他,合,质,他,5
